ID,Traditional,Simplified,Level,Pinyin,POS,Meaning,Compounds,Examples,WFreq,SFreq,MOE
5650,出乎意料,出乎意料,6,chūhūyìliào,,,,,9,2,32489
5651,觸及,触及,6,chùjí,,,,,10,2,32702
5652,出擊,出击,6,chūjí,,,,,10,2,32491
5653,出嫁,出嫁,6,chūjià,,,,,8,2,32494
5654,出家,出家,6,chūjiā,,,,,9,9,32492
5655,處境,处境,6,chǔjìng,,,,,32,20,32652
5656,觸覺,触觉,6,chùjué,,,,,13,4,32706
5657,觸控,触控,6,chùkòng,,,,,2,14,
5658,出爐,出炉,6,chūlú,,,,,4,9,32476
5659,出馬,出马,6,chūmǎ,,,,,5,2,32453
5660,出賣,出卖,6,chūmài,,,,,10,2,32455
5661,出面,出面,6,chūmiàn,,,,,15,16,32457
5662,觸摸,触摸,6,chùmō,,,,,10,7,32691
5663,出奇,出奇,6,chūqí,,,,,9,2,32500
5664,出任,出任,6,chūrèn,,,,,15,4,32548
5665,出人頭地,出人头地,6,chūréntóudì,,,,,5,2,32544
5666,出入,出入,6,chūrù,,,,,14,4,32550
5667,出聲,出声,6,chūshēng,,,,,13,1,32541
5668,處世,处世,6,chǔshì,,,,,10,2,32659
5669,處事,处事,6,chǔshì,,,,,7,6,32661
5670,出世,出世,6,chūshì,,,,,8,3,32531
5671,出事,出事,6,chūshì,,,,,11,4,32533
5672,出售,出售,6,chūshòu,,,,,12,3,32535
5673,處死,处死,6,chǔsǐ,,,,,15,1,32665
5674,出頭,出头,6,chūtóu,,,,,11,6,32466
5675,出遊,出游,6,chūyóu,,,,,7,3,
5676,處於,处于,6,chǔyú,,,,,51,23,
5677,出於,出于,6,chūyú,,,,,37,5,
5678,出獄,出狱,6,chūyù,,,,,8,8,32566
5679,出征,出征,6,chūzhēng,,,,,13,1,32516
5680,處置,处置,6,chǔzhì,,,,,14,3,32657
5681,出眾,出众,6,chūzhòng,,,,,8,1,32519
5682,傳承,传承,6,chuánchéng,,,,,23,61,32851
5683,傳導,传导,6,chuándǎo,,,,,11,10,32832
5684,傳遞,传递,6,chuándì,,,,,24,26,32835
5685,傳授,传授,6,chuánshòu,,,,,10,5,32853
5686,穿透,穿透,6,chuāntòu,,,,,9,8,32794
5687,傳聞,传闻,6,chuánwén,,,,,10,2,32869
5688,喘息,喘息,6,chuǎnxí,,,,,8,4,32875
5689,傳言,传言,6,chuányán,,,,,9,2,32867
5690,瘡,疮,6,chuāng,,,,,8,11,32963
5691,創建,创建,6,chuàngjiàn,,,,,8,3,32990
5692,窗簾,窗帘,6,chuānglián,,,,,11,7,32955
5693,創傷,创伤,6,chuāngshāng,,,,,42,13,32962
5694,垂,垂,6,chuí,,,,,13,4,32749
5695,捶,捶,6,chuí,,,,,6,2,32774
5696,垂直,垂直,6,chuízhí,,,,,14,18,32764
5697,蠢,蠢,6,chǔn,,,,,20,2,32947
5698,純粹,纯粹,6,chúncuì,,,,,31,13,32929
5699,純潔,纯洁,6,chúnjié,,,,,10,1,32919
5700,純淨,纯净,6,chúnjìng,,,,,7,6,32921
5701,純真,纯真,6,chúnzhēn,,,,,10,6,32923
5702,戳,戳,6,chuō,,,,,7,3,32713
5703,綽號,绰号,6,chuòhào,,,,,8,5,32720
5704,雌,雌,6,cī,,,,,12,20,37762
5705,慈愛,慈爱,6,cí'ài,,,,,7,3,37805
5706,慈悲,慈悲,6,cíbēi,,,,,17,30,37794
5707,刺耳,刺耳,6,cì'ěr,,,,,7,1,37876
5708,伺候,伺候,6,cìhòu,,,,,8,1,37863
5709,瓷器,瓷器,6,cíqì,,,,,7,10,37790
5710,辭去,辞去,6,cíqù,,,,,8,3,
5711,次日,次日,6,cìrì,,,,,11,0,37859
5712,慈善,慈善,6,císhàn,,,,,13,50,
5713,刺痛,刺痛,6,cìtòng,,,,,6,2,
5714,次序,次序,6,cìxù,,,,,9,4,37857
5715,次要,次要,6,cìyào,,,,,8,2,37861
5716,次於,次于,6,cìyú,,,,,7,4,
5717,叢,丛,6,cóng,,,,,11,7,38492
5718,從而,从而,6,cóng'ér,,,,,36,1,
5719,叢林,丛林,6,cónglín,,,,,11,8,38493
5720,從容,从容,6,cōngróng,,,,,13,4,38454
5721,叢書,丛书,6,cóngshū,,,,,30,1,38495
5722,湊,凑,6,còu,,,,,10,7,38096
5723,湊巧,凑巧,6,còuqiǎo,,,,,6,1,38098
5724,粗暴,粗暴,6,cūbào,,,,,8,1,38249
5725,粗糙,粗糙,6,cūcāo,,,,,14,8,38268
5726,促成,促成,6,cùchéng,,,,,17,11,38285
5727,促進,促进,6,cùjìn,,,,,41,24,38279
5728,粗魯,粗鲁,6,cūlǔ,,,,,8,3,38253
5729,促銷,促销,6,cùxiāo,,,,,11,4,38284
5730,脆,脆,6,cuì,,,,,8,17,38368
5731,催促,催促,6,cuīcù,,,,,12,3,38360
5732,摧毀,摧毁,6,cuīhuǐ,,,,,17,16,38363
5733,催眠,催眠,6,cuīmián,,,,,8,3,38348
5734,存活,存活,6,cúnhuó,,,,,12,13,38416
5735,存貨,存货,6,cúnhuò,,,,,5,1,38417
5736,村落,村落,6,cūnluò,,,,,13,23,38398
5737,村民,村民,6,cūnmín,,,,,13,37,38396
5738,存心,存心,6,cúnxīn,,,,,6,0,38419
5739,存有,存有,6,cúnyǒu,,,,,11,2,
5740,村莊,村庄,6,cūnzhuāng,,,,,16,34,38401
5741,搓,搓,6,cuō,,,,,9,19,38302
5742,挫敗,挫败,6,cuòbài,,,,,14,3,38316
5743,錯覺,错觉,6,cuòjué,,,,,9,1,38333
5744,錯亂,错乱,6,cuòluàn,,,,,7,1,38331
5745,措施,措施,6,cuòshī,,,,,39,51,38323
5746,錯失,错失,6,cuòshī,,,,,8,2,
5747,大敗,大败,6,dàbài,,,,,10,1,6938
5748,大不了,大不了,6,dàbùliǎo,,,,,7,3,6957
5749,達成,达成,6,dáchéng,,,,,68,41,6756
5750,大吃一驚,大吃一惊,6,dàchīyījīng,,,,,16,2,7283
5751,打從,打从,6,dǎcóng,,,,,16,6,6913
5752,大錯特錯,大错特错,6,dàcuòtècuò,,,,,4,0,7347
5753,大大小小,大大小小,6,dàdàxiǎoxiǎo,,,,,10,16,7004
5754,搭檔,搭档,6,dādǎng,,,,,6,2,6717
5755,大抵,大抵,6,dàdǐ,,,,,8,1,7014
5756,打鬥,打斗,6,dǎdòu,,,,,5,1,6789
5757,打發,打发,6,dǎfā,,,,,12,3,6782
5758,答覆,答复,6,dáfù,,,,,12,2,6735
5759,大幅,大幅,6,dàfú,,,,,25,25,
5760,大綱,大纲,6,dàgāng,,,,,6,3,7102
5761,大漢,大汉,6,dàhàn,,,,,8,1,7140
5762,大戶,大户,6,dàhù,,,,,5,1,7145
5763,大夥,大伙,6,dàhuǒ,,,,,9,2,
5764,大夥兒,大伙儿,6,dàhuǒr,,,,,12,3,7150
5765,打交道,打交道,6,dǎjiāodào,,,,,10,3,6864
5766,大驚小怪,大惊小怪,6,dàjīngxiǎoguài,,,,,6,2,7191
5767,大局,大局,6,dàjú,,,,,8,3,7193
5768,大舉,大举,6,dàjǔ,,,,,8,5,
5769,大開眼界,大开眼界,6,dàkāiyǎnjiè,,,,,3,3,7121
5770,大力,大力,6,dàlì,,,,,18,17,7074
5771,打量,打量,6,dǎliàng,,,,,19,1,6823
5772,大略,大略,6,dàlüè,,,,,7,2,7096
5773,大氣,大气,6,dàqì,,,,,12,37,7197
5774,大權,大权,6,dàquán,,,,,16,3,7210
5775,打擾,打扰,6,dǎrǎo,,,,,16,9,6903
5776,搭訕,搭讪,6,dāshàn,,,,,3,1,6725
5777,大勢,大势,6,dàshì,,,,,7,1,7308
5778,大使,大使,6,dàshǐ,,,,,10,11,7303
5779,大體,大体,6,dàtǐ,,,,,12,28,7039
5780,大同小異,大同小异,6,dàtóngxiǎoyì,,,,,4,1,7050
5781,大為,大为,6,dàwéi,,,,,24,5,
5782,大喜,大喜,6,dàxǐ,,,,,12,1,7214
5783,大廈,大厦,6,dàxià,,,,,12,2,7218
5784,打烊,打烊,6,dǎyáng,,,,,3,3,6928
5785,大意,大意,6,dàyì,,,,,11,4,7364
5786,打造,打造,6,dǎzào,,,,,19,32,6909
5787,打針,打针,6,dǎzhēn,,,,,4,10,6884
5788,打轉,打转,6,dǎzhuàn,,,,,9,2,6888
5789,大作,大作,6,dàzuò,,,,,13,4,7340
5790,帶兵,带兵,6,dàibīng,,,,,9,1,7561
5791,帶動,带动,6,dàidòng,,,,,15,51,7563
5792,殆盡,殆尽,6,dàijìn,,,,,9,6,7535
5793,帶頭,带头,6,dàitóu,,,,,9,7,7565
5794,歹徒,歹徒,6,dǎitú,,,,,5,4,7475
5795,擔,担,6,dàn,,,,,14,4,7930 8017
5796,擔,担,6,dān,,,,,14,4,7930 8017
5797,蛋白質,蛋白质,6,dànbáizhí,,,,,40,37,7996
5798,單單,单单,6,dāndān,,,,,8,7,7874
5799,擔當,担当,6,dāndāng,,,,,11,2,7934
5800,單調,单调,6,dāndiào,,,,,11,5,7875
5801,耽擱,耽搁,6,dāngē,,,,,5,3,7864
5802,膽固醇,胆固醇,6,dǎngùchún,,,,,9,11,7952
5803,膽量,胆量,6,dǎnliàng,,,,,5,3,7950
5804,膽怯,胆怯,6,dǎnquè,,,,,7,0,7954
5805,單行道,单行道,6,dānxíngdào,,,,,1,1,7897
5806,單元,单元,6,dānyuán,,,,,12,31,7922
5807,擔子,担子,6,dànzi,,,,,5,2,8019
5808,檔,档,6,dǎng,,,,,8,4,8084
5809,當家,当家,6,dāngjiā,,,,,8,3,8037
5810,黨派,党派,6,dǎngpài,,,,,4,4,8097
5811,當前,当前,6,dāngqián,,,,,16,7,8043
5812,當下,当下,6,dāngxià,,,,,53,64,8045
5813,當真,当真,6,dàngzhēn,,,,,10,0,8126
5814,當眾,当众,6,dāngzhòng,,,,,7,1,8052
5815,盜,盗,6,dào,,,,,8,9,7712
5816,倒閉,倒闭,6,dǎobì,,,,,6,4,7607
5817,道別,道别,6,dàobié,,,,,11,2,7730
5818,搗蛋,捣蛋,6,dǎodàn,,,,,5,4,7630
5819,道家,道家,6,Dàojiā,,,,,8,1,7751
5820,道具,道具,6,dàojù,,,,,8,13,7753
5821,刀刃,刀刃,6,dāorèn,,,,,2,1,7602
5822,導入,导入,6,dǎorù,,,,,5,4,
5823,道士,道士,6,dàoshì,,,,,13,2,7759
5824,導師,导师,6,dǎoshī,,,,,15,10,7655
5825,到手,到手,6,dàoshǒu,,,,,8,3,7679
5826,倒塌,倒塌,6,dǎotā,,,,,5,21,7613
5827,到頭來,到头来,6,dàotóulái,,,,,9,2,7671
5828,導向,导向,6,dǎoxiàng,,,,,16,4,7651
5829,導引,导引,6,dǎoyǐn,,,,,10,4,7660
5830,島嶼,岛屿,6,dǎoyǔ,,,,,10,35,7628
5831,導致,导致,6,dǎozhì,,,,,118,87,7653
5832,得力,得力,6,délì,,,,,5,5,7418
5833,得失,得失,6,déshī,,,,,9,3,7431
5834,得體,得体,6,détǐ,,,,,7,1,7414
5835,得以,得以,6,déyǐ,,,,,65,32,
5836,得主,得主,6,dézhǔ,,,,,11,10,
5837,得罪,得罪,6,dézuì,,,,,15,2,7435
5838,登場,登场,6,dēngcháng,,,,,9,8,8163
5839,等級,等级,6,děngjí,,,,,13,17,8207
5840,燈籠,灯笼,6,dēnglóng,,,,,10,15,8174
5841,登陸,登陆,6,dēnglù,,,,,11,10,8151
5842,等同,等同,6,děngtóng,,,,,9,6,8201
5843,凳子,凳子,6,dèngzi,,,,,11,3,
5843,凳,凳,6,dèng,,,,,11,3,
5844,抵,抵,6,dǐ,,,,,18,5,8362 29212
5845,地步,地步,6,dìbù,,,,,31,7,8401
5846,低潮,低潮,6,dīcháo,,,,,5,13,8268
5847,低沉,低沉,6,dīchén,,,,,11,1,8269
5848,抵達,抵达,6,dǐdá,,,,,56,29,8366
5849,抵擋,抵挡,6,dǐdǎng,,,,,9,6,8367
5850,低調,低调,6,dīdiào,,,,,7,7,8242
5851,敵對,敌对,6,díduì,,,,,9,8,8329
5852,嘀咕,嘀咕,6,dígu,,,,,5,1,8321
5853,低估,低估,6,dīgū,,,,,9,3,8255
5854,帝國,帝国,6,dìguó,,,,,120,22,8571
5855,敵軍,敌军,6,díjūn,,,,,15,2,8334
5856,地利,地利,6,dìlì,,,,,5,4,8449
5857,低廉,低廉,6,dīlián,,,,,6,4,8253
5858,地盤,地盘,6,dìpán,,,,,13,4,8402
5859,地平線,地平线,6,dìpíngxiàn,,,,,8,1,8406
5860,地勢,地势,6,dìshì,,,,,5,12,8513
5861,地毯,地毯,6,dìtǎn,,,,,14,6,8435
5862,低下,低下,6,dīxià,,,,,13,2,8263
5863,弟兄,弟兄,6,dìxiōng,,,,,23,8,8533
5864,地域,地域,6,dìyù,,,,,10,4,8523
5865,地獄,地狱,6,dìyù,,,,,23,11,8526
5866,抵制,抵制,6,dǐzhì,,,,,7,4,8374
5867,地主,地主,6,dìzhǔ,,,,,20,11,8506
5868,電報,电报,6,diànbào,,,,,17,9,8877
5869,顛倒,颠倒,6,diāndǎo,,,,,10,5,8785
5870,點滴,点滴,6,diǎndī,,,,,6,14,8818
5871,奠定,奠定,6,diàndìng,,,,,13,6,8871
5872,巔峰,巅峰,6,diānfēng,,,,,6,5,8790
5873,顛覆,颠覆,6,diānfù,,,,,13,6,8784
5874,店家,店家,6,diànjiā,,,,,13,9,8857
5875,店面,店面,6,diànmiàn,,,,,12,6,8852
5876,點燃,点燃,6,diǎnrán,,,,,15,11,8841
5877,電台,电台,6,diàntái,,,,,14,11,
5877,電臺,电台,6,diàntái,,,,,14,11,
5878,殿堂,殿堂,6,diàntáng,,,,,7,5,9040
5879,點綴,点缀,6,diǎnzhuì,,,,,5,3,8835
5880,吊,吊,6,diào,,,,,15,14,8696
5881,雕,雕,6,diāo,,,,,8,5,8668
5882,雕刻,雕刻,6,diāokè,,,,,9,8,8671
5883,雕塑,雕塑,6,diāosù,,,,,7,6,8680
5884,雕像,雕像,6,diāoxiàng,,,,,12,5,8676
5885,疊,叠,6,dié,,,,,16,13,8640
5886,釘,钉,6,dìng,,,,,12,14,9078 9180
5887,丁,丁,6,dīng,,,,,11,50,9060
5888,釘,钉,6,dīng,,,,,12,14,9078 9180
5889,頂點,顶点,6,dǐngdiǎn,,,,,5,2,9088
5890,訂定,订定,6,dìngdìng,,,,,10,6,9167
5891,頂端,顶端,6,dǐngduān,,,,,12,10,9090
5892,頂尖,顶尖,6,dǐngjiān,,,,,15,3,9100
5893,定居,定居,6,dìngjū,,,,,12,14,9132
5894,定律,定律,6,dìnglǜ,,,,,18,4,9128
5895,叮嚀,叮咛,6,dīngníng,,,,,9,12,9070
5896,定位,定位,6,dìngwèi,,,,,27,25,9159
5897,定型,定型,6,dìngxíng,,,,,5,4,9141
5898,釘子,钉子,6,dīngzi,,,,,7,4,9082
5899,丟棄,丢弃,6,diūqì,,,,,9,17,8770
5900,丟人,丢人,6,diūrén,,,,,3,0,8771
5901,動盪,动荡,6,dòngdàng,,,,,8,25,9854
5902,動靜,动静,6,dòngjìng,,,,,16,3,9873
5903,動亂,动乱,6,dòngluàn,,,,,8,18,9865
5904,董事,董事,6,dǒngshì,,,,,15,3,9811
5905,動態,动态,6,dòngtài,,,,,16,12,9856
5906,動彈,动弹,6,dòngtán,,,,,5,1,
5907,動線,动线,6,dòngxiàn,,,,,2,4,45260
5908,動向,动向,6,dòngxiàng,,,,,6,1,9878
5909,洞穴,洞穴,6,dòngxuè,,,,,10,4,9829
5910,動搖,动摇,6,dòngyáo,,,,,15,4,9897
5911,動用,动用,6,dòngyòng,,,,,10,8,9905
5912,動員,动员,6,dòngyuán,,,,,16,12,9902
5913,東張西望,东张西望,6,dōngzhāngxīwàng,,,,,3,2,9790
5914,逗,逗,6,dòu,,,,,14,6,7824
5915,抖,抖,6,dǒu,,,,,13,5,7794
5916,陡,陡,6,dǒu,,,,,7,7,7800
5917,鬥爭,斗争,6,dòuzhēng,,,,,38,6,7849
5918,渡,渡,6,dù,,,,,13,7,9352
5919,堵,堵,6,dǔ,,,,,10,6,9299
5920,獨裁,独裁,6,dúcái,,,,,12,18,9273
5921,獨處,独处,6,dúchǔ,,,,,16,3,9261
5922,獨到,独到,6,dúdào,,,,,5,3,9232
5923,獨家,独家,6,dújiā,,,,,4,3,9246
5924,肚皮,肚皮,6,dùpí,,,,,7,2,9335
5925,毒手,毒手,6,dúshǒu,,,,,5,1,9213
5926,毒素,毒素,6,dúsù,,,,,9,13,9215
5927,獨一無二,独一无二,6,dúyīwú'èr,,,,,11,10,9274
5928,賭注,赌注,6,dǔzhù,,,,,6,2,9313
5929,斷定,断定,6,duàndìng,,,,,9,4,9636
5930,斷斷續續,断断续续,6,duànduànxùxù,,,,,6,2,9637
5931,斷絕,断绝,6,duànjué,,,,,11,2,9651
5932,鍛鍊,锻炼,6,duànliàn,,,,,16,11,9630
5933,斷裂,断裂,6,duànliè,,,,,8,10,9641
5934,短缺,短缺,6,duǎnquē,,,,,6,13,9605
5935,斷然,断然,6,duànrán,,,,,8,2,9661
5936,短線,短线,6,duǎnxiàn,,,,,1,0,9610
5937,對岸,对岸,6,duì'àn,,,,,10,7,9565
5938,對白,对白,6,duìbái,,,,,8,1,9500
5939,對策,对策,6,duìcè,,,,,13,7,9562
5940,對稱,对称,6,duìchèng,,,,,14,6,9553
5941,堆積,堆积,6,duījī,,,,,8,22,9479
5942,堆積如山,堆积如山,6,duījīrúshān,,,,,5,2,9480
5943,對決,对决,6,duìjué,,,,,4,1,9540
5944,對應,对应,6,duìyìng,,,,,24,7,9567
5945,對照,对照,6,duìzhào,,,,,15,13,9545
5946,對峙,对峙,6,duìzhì,,,,,9,12,9543
5947,對準,对准,6,duìzhǔn,,,,,11,4,9551
5948,噸,吨,6,dùn,,,,,23,59,9705
5949,燉,炖,6,dùn,,,,,9,6,9682 9716
5950,頓時,顿时,6,dùnshí,,,,,36,6,9699
5951,躲避,躲避,6,duǒbì,,,,,11,6,9446
5952,多采多姿,多采多姿,6,duōcǎiduōzī,,,,,4,2,9415
5953,躲藏,躲藏,6,duǒcáng,,,,,7,2,9453
5954,多重,多重,6,duōchóng,,,,,14,8,9400
5955,多方,多方,6,duōfāng,,,,,7,4,9374
5956,多寡,多寡,6,duōguǎ,,,,,8,4,9387
5957,多加,多加,6,duōjiā,,,,,8,6,
5958,奪魁,夺魁,6,duókuí,,,,,1,0,9436
5959,多虧,多亏,6,duōkuī,,,,,6,3,9391
5960,墮落,堕落,6,duòluò,,,,,12,1,9473
5961,多情,多情,6,duōqíng,,,,,13,0,9395
5962,奪取,夺取,6,duóqǔ,,,,,14,2,9439
5963,呃,呃,6,è,,,,,16,2,39420
5964,額度,额度,6,édù,,,,,2,2,39402
5965,惡毒,恶毒,6,èdú,,,,,7,1,39434
5966,惡魔,恶魔,6,èmó,,,,,11,3,39428
5967,惡習,恶习,6,èxí,,,,,6,6,39449
5968,惡意,恶意,6,èyì,,,,,12,3,39461
5969,惡作劇,恶作剧,6,èzuòjù,,,,,7,2,39460
5970,恩愛,恩爱,6,ēn'ài,,,,,6,3,39850
5971,耳光,耳光,6,ěrguāng,,,,,6,1,
5972,耳目,耳目,6,ěrmù,,,,,5,0,39896
5973,兒女,儿女,6,érnǚ,,,,,37,11,39881
5974,二氧化碳,二氧化碳,6,èryǎnghuàtàn,,,,,7,101,39955
5975,法案,法案,6,fǎ'àn,,,,,9,14,5266
5976,法寶,法宝,6,fǎbǎo,,,,,5,4,5232
5977,發病,发病,6,fābìng,,,,,9,14,5110
5978,發布,发布,6,fābù,,,,,12,19,5111
5978,發佈,发布,6,fābù,,,,,12,19,
5979,發愁,发愁,6,fāchóu,,,,,6,1,5180
5980,發放,发放,6,fāfàng,,,,,5,46,5124
5981,發光,发光,6,fāguāng,,,,,11,18,5143
5982,法規,法规,6,fǎguī,,,,,8,13,5250
5983,發火,发火,6,fāhuǒ,,,,,5,3,5150
5984,發掘,发掘,6,fājué,,,,,17,10,5158
5985,發狂,发狂,6,fākuáng,,,,,6,1,5144
5986,發亮,发亮,6,fāliàng,,,,,15,9,
5987,法令,法令,6,fǎlìng,,,,,14,11,5248
5988,發霉,发霉,6,fāméi,,,,,3,6,5116
5989,發怒,发怒,6,fānù,,,,,7,1,5136
5990,法人,法人,6,fǎrén,,,,,8,2,5264
5991,發射,发射,6,fāshè,,,,,15,15,5185
5992,發聲,发声,6,fāshēng,,,,,7,5,
5993,法師,法师,6,fǎshī,,,,,14,151,5260
5994,乏味,乏味,6,fáwèi,,,,,11,2,5219
5995,發酵,发酵,6,fāxiào,,,,,7,52,5169
5996,發洩,发泄,6,fāxiè,,,,,13,5,5167
5997,發芽,发芽,6,fāyá,,,,,6,22,5201
5998,法則,法则,6,fǎzé,,,,,36,8,5265
5999,法治,法治,6,fǎzhì,,,,,8,4,5258
6000,發作,发作,6,fāzuò,,,,,26,6,5196
6001,泛,泛,6,fàn,,,,,11,3,5675
6002,反常,反常,6,fǎncháng,,,,,4,1,5626
6003,範疇,范畴,6,fànchóu,,,,,16,3,5669
6004,帆船,帆船,6,fánchuán,,,,,6,3,5528
6005,反倒,反倒,6,fǎndào,,,,,19,10,
6006,繁複,繁复,6,fánfù,,,,,7,5,5558
6007,反覆,反复,6,fǎnfù,,,,,40,14,5594
6008,反感,反感,6,fǎngǎn,,,,,12,3,5601
6009,反觀,反观,6,fǎnguān,,,,,7,4,5602
6010,返國,返国,6,fǎnguó,,,,,4,3,5644
6011,繁華,繁华,6,fánhuá,,,,,8,15,5563
6012,反擊,反击,6,fǎnjí,,,,,13,6,5612
6013,氾濫,泛滥,6,fànlàn,,,,,7,12,5651
6014,範例,范例,6,fànlì,,,,,10,3,5668
6015,繁忙,繁忙,6,fánmáng,,,,,8,10,5555
6016,反叛,反叛,6,fǎnpàn,,,,,8,1,5584
6017,犯人,犯人,6,fànrén,,,,,13,1,5660
6018,反射,反射,6,fǎnshè,,,,,15,10,5630
6019,翻身,翻身,6,fānshēn,,,,,12,5,5510
6020,凡是,凡是,6,fánshì,,,,,63,14,5523
6020,凡,凡,6,fán,,,,,63,14,5517
6021,販售,贩售,6,fànshòu,,,,,8,12,5688
6022,反思,反思,6,fǎnsī,,,,,17,6,5634
6023,反彈,反弹,6,fǎntán,,,,,7,8,5600
6024,反問,反问,6,fǎnwèn,,,,,10,1,5640
6025,煩心,烦心,6,fánxīn,,,,,4,1,5534
6026,翻閱,翻阅,6,fānyuè,,,,,11,4,5515
6027,煩躁,烦躁,6,fánzào,,,,,10,3,5538
6028,繁殖,繁殖,6,fánzhí,,,,,10,41,5567
6029,妨礙,妨碍,6,fáng'ài,,,,,13,4,5924
6030,方案,方案,6,fāng'àn,,,,,51,31,5902
6031,防備,防备,6,fángbèi,,,,,10,1,5927
6032,方才,方才,6,fāngcái,,,,,15,1,5900
6033,放大,放大,6,fàngdà,,,,,13,21,6028
6034,房地產,房地产,6,fángdìchǎn,,,,,12,3,5970
6035,防範,防范,6,fángfàn,,,,,12,16,5930
6036,彷彿,仿佛,6,fǎngfú,,,,,141,34,5994
6037,放過,放过,6,fàngguò,,,,,14,6,6040
6038,防護,防护,6,fánghù,,,,,6,17,5943
6039,放火,放火,6,fànghuǒ,,,,,8,3,6047
6040,坊間,坊间,6,fāngjiān,,,,,7,5,5908
6041,放寬,放宽,6,fàngkuān,,,,,4,5,6042
6042,放任,放任,6,fàngrèn,,,,,7,6,6068
6043,放聲大哭,放声大哭,6,fàngshēngdàkū,,,,,0,0,6066
6044,防衛,防卫,6,fángwèi,,,,,19,5,5965
6045,方位,方位,6,fāngwèi,,,,,9,4,5905
6046,芳香,芳香,6,fāngxiāng,,,,,7,4,5917
6047,放眼,放眼,6,fàngyǎn,,,,,7,12,6073
6048,防禦,防御,6,fángyù,,,,,16,9,5966
6049,方針,方针,6,fāngzhēn,,,,,12,3,5891
6050,放置,放置,6,fàngzhì,,,,,12,7,6058
6051,紡織,纺织,6,fǎngzhī,,,,,8,7,6001
6052,放縱,放纵,6,fàngzòng,,,,,8,2,6069
6053,飛奔,飞奔,6,fēibēn,,,,,8,2,5337
6054,廢除,废除,6,fèichú,,,,,11,12,5460
6055,飛彈,飞弹,6,fēidàn,,,,,7,30,5341
6056,非凡,非凡,6,fēifán,,,,,14,4,5312
6057,廢棄,废弃,6,fèiqì,,,,,7,34,5453
6058,沸騰,沸腾,6,fèiténg,,,,,10,4,5417
6059,飛舞,飞舞,6,fēiwǔ,,,,,8,4,5373
6060,飛翔,飞翔,6,fēixiáng,,,,,10,4,5356
6061,費心,费心,6,fèixīn,,,,,5,3,5426
6062,廢墟,废墟,6,fèixū,,,,,7,11,5455
6063,飛揚,飞扬,6,fēiyáng,,,,,7,3,5371
6064,糞,粪,6,fèn,,,,,11,6,5873
6065,分布,分布,6,fēnbù,,,,,20,46,5708
6065,分佈,分布,6,fēnbù,,,,,20,46,
6066,分擔,分担,6,fēndān,,,,,9,16,5722
6067,奮鬥,奋斗,6,fèndòu,,,,,26,19,5868
6068,分割,分割,6,fēngē,,,,,9,5,5732
6069,分工,分工,6,fēngōng,,,,,11,9,5734
6070,奮力,奋力,6,fènlì,,,,,13,5,5869
6071,分泌,分泌,6,fēnmì,,,,,18,13,5714
6072,分明,分明,6,fēnmíng,,,,,17,5,5717
6073,墳墓,坟墓,6,fénmù,,,,,53,20,5819
6073,墓,墓,6,mù,,,,,53,20,5076
6073,墳,坟,6,fén,,,,,53,20,5818
6074,分派,分派,6,fēnpài,,,,,5,1,5710
6075,分歧,分歧,6,fēnqí,,,,,16,7,5750
6076,焚燒,焚烧,6,fénshāo,,,,,10,11,5817
6076,焚,焚,6,fén,,,,,10,11,5809
6077,粉碎,粉碎,6,fěnsuì,,,,,9,2,5839
6078,分頭,分头,6,fēntóu,,,,,4,2,5725
6079,氛圍,氛围,6,fēnwéi,,,,,17,22,5789
6080,分校,分校,6,fēnxiào,,,,,9,3,5756
6081,分心,分心,6,fēnxīn,,,,,16,1,5757
6082,奮戰,奋战,6,fènzhàn,,,,,9,6,5871
6083,紛爭,纷争,6,fēnzhēng,,,,,8,6,5798
6084,分子,分子,6,fēnzǐ,,,,,64,70,5771 5843 5844
6084,分子,分子,6,fènzǐ,,,,,64,70,5771 5843 5844
6084,分子,分子,6,fènzi,,,,,64,70,5771 5843 5844
6085,縫,缝,6,fèng,,,,,17,20,6240 6283
6086,鳳,凤,6,fèng,,,,,16,10,6272
6087,風暴,风暴,6,fēngbào,,,,,15,27,6098
6088,風波,风波,6,fēngbō,,,,,7,7,6097
6089,風潮,风潮,6,fēngcháo,,,,,10,11,6150
6090,風度,风度,6,fēngdù,,,,,8,3,6107
6091,風格,风格,6,fēnggé,,,,,57,37,6123
6092,風光,风光,6,fēngguāng,,,,,11,15,6124
6093,鳳凰,凤凰,6,fènghuáng,,,,,13,3,6277
6094,封建,封建,6,fēngjiàn,,,,,17,2,6091
6095,風浪,风浪,6,fēnglàng,,,,,4,7,6115
6096,鋒利,锋利,6,fēnglì,,,,,5,1,6214
6097,風流,风流,6,fēngliú,,,,,8,0,6119
6098,豐滿,丰满,6,fēngmǎn,,,,,5,1,6218
6099,奉命,奉命,6,fèngmìng,,,,,11,1,6250
6100,風情,风情,6,fēngqíng,,,,,7,8,6137
6101,豐盛,丰盛,6,fēngshèng,,,,,8,7,6226
6102,風聲,风声,6,fēngshēng,,,,,10,2,6162
6103,豐收,丰收,6,fēngshōu,,,,,9,19,6225
6104,封鎖,封锁,6,fēngsuǒ,,,,,6,9,6095
6105,風土,风土,6,fēngtǔ,,,,,5,3,6111
6106,風味,风味,6,fēngwèi,,,,,11,15,6173
6107,縫隙,缝隙,6,fèngxì,,,,,8,6,6284
